"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","RZZ error ","Gate time (ns)","Operational"
"82","109.83481500382992","30.78634268623741","0.00390625","0.0078125","0","1560","0.00028165396534930964","0.00028165396534930964","0","0.00028165396534930964","0.00028165396534930964","82_81:0.007606995159610164;82_83:0.0058220138776951535","82_81:1;82_83:1","82_81:84;82_83:84","true"
"83","190.88446494789576","238.8337351476531","0.0791015625","0.07763671875","0.08056640625","1560","0.0002459826998738772","0.0002459826998738772","0","0.0002459826998738772","0.0002459826998738772","83_96:0.002844066701623904;83_82:0.0058220138776951535;83_84:0.0035737834714696937","83_96:0.0018801068670639132;83_82:1;83_84:1","83_96:84;83_82:84;83_84:84","true"
"84","124.54426014469756","99.97926559971219","0.005615234375","0.00830078125","0.0029296875","1560","0.00020311991626669563","0.00020311991626669563","0","0.00020311991626669563","0.00020311991626669563","84_83:0.0035737834714696937;84_85:0.0033453971313054387","84_83:1;84_85:0.0033508404067869035","84_83:84;84_85:84","true"
"85","96.50411299876205","39.115398456531906","0.013427734375","0.01025390625","0.0166015625","1560","0.00020797609166986936","0.00020797609166986936","0","0.00020797609166986936","0.00020797609166986936","85_77:0.0032472961596708427;85_86:0.0034429850869689416;85_84:0.0033453971313054387","85_77:0.0032558248186333183;85_86:0.005112241761173114;85_84:0.0033508404067869035","85_77:84;85_86:84;85_84:84","true"
"86","59.41267717708222","56.0807402999485","0.005126953125","0.0078125","0.00244140625","1560","0.00022210506581309776","0.00022210506581309776","0","0.00022210506581309776","0.00022210506581309776","86_85:0.0034429850869689416;86_87:0.0030361086910050683","86_85:0.005112241761173114;86_87:0.0034115600507222954","86_85:84;86_87:84","true"
"87","150.77789818272805","125.87618507911837","0.016845703125","0.0224609375","0.01123046875","1560","0.00019632389058756903","0.00019632389058756903","0","0.00019632389058756903","0.00019632389058756903","87_86:0.0030361086910050683;87_88:0.002742216764179406;87_97:0.004861302869377526","87_86:0.0034115600507222954;87_88:1;87_97:0.0034717434303457306","87_86:84;87_88:84;87_97:84","true"
"88","153.7114575556346","145.29705693054711","0.003662109375","0.005859375","0.00146484375","1560","0.00022015793285060366","0.00022015793285060366","0","0.00022015793285060366","0.00022015793285060366","88_87:0.002742216764179406;88_89:0.0026643202105569586","88_87:1;88_89:0.0030181728370386185","88_87:84;88_89:84","true"
"89","161.72461007241625","87.40870880797044","0.01318359375","0.01220703125","0.01416015625","1560","0.0001872724886050702","0.0001872724886050702","0","0.0001872724886050702","0.0001872724886050702","89_90:0.002370773489798861;89_88:0.0026643202105569586;89_78:0.004730305115914657","89_90:0.003320809647961692;89_88:0.0030181728370386185;89_78:0.005328530492248157","89_90:84;89_88:84;89_78:84","true"
"90","110.71591241497079","111.83744254847673","0.005615234375","0.00927734375","0.001953125","1560","0.00027149152620936537","0.00027149152620936537","0","0.00027149152620936537","0.00027149152620936537","90_89:0.002370773489798861;90_91:0.003531399952376779","90_89:0.003320809647961692;90_91:0.003642687250296678","90_89:84;90_91:84","true"
"91","128.9105813697499","18.824689235686716","0.01904296875","0.02685546875","0.01123046875","1560","0.0001417695567947225","0.0001417695567947225","0","0.0001417695567947225","0.0001417695567947225","91_98:0.0030212747932265582;91_90:0.003531399952376779;91_92:0.004636731714871389","91_98:1;91_90:0.003642687250296678;91_92:0.0043642484210602295","91_98:84;91_90:84;91_92:84","true"
"92","116.47203079079492","24.301553150181277","0.06201171875","0.07568359375","0.04833984375","1560","0.00036253686502167","0.00036253686502167","0","0.00036253686502167","0.00036253686502167","92_91:0.004636731714871389;92_93:0.004844359212817839","92_91:0.0043642484210602295;92_93:0.004361263947011446","92_91:84;92_93:84","true"
"93","165.9842606632233","57.77469569135463","0.142333984375","0.16259765625","0.1220703125","1560","0.00018897205314047315","0.00018897205314047315","0","0.00018897205314047315","0.00018897205314047315","93_94:0.022851761996075748;93_79:0.004360777096759416;93_92:0.004844359212817839","93_94:0.029439698870738967;93_79:0.005102455483735557;93_92:0.004361263947011446","93_94:84;93_79:84;93_92:84","true"
"94","119.2908901347274","2.5437664868048677","0.0341796875","0.033203125","0.03515625","1560","0.002668380135714874","0.002668380135714874","0","0.002668380135714874","0.002668380135714874","94_93:0.022851761996075748;94_95:0.02113902925981015","94_93:0.029439698870738967;94_95:0.019478966802917275","94_93:84;94_95:84","true"
"95","155.1839931282428","30.99406726350028","0.200439453125","0.22412109375","0.1767578125","1560","0.00009598871557742746","0.00009598871557742746","0","0.00009598871557742746","0.00009598871557742746","95_99:0.012918458705963864;95_94:0.02113902925981015","95_99:1;95_94:0.019478966802917275","95_99:84;95_94:84","true"
"96","112.95624317495864","92.98107759885394","0.007080078125","0.0126953125","0.00146484375","1560","0.0003074982849145081","0.0003074982849145081","0","0.0003074982849145081","0.0003074982849145081","96_83:0.002844066701623904;96_103:0.003640875926882947","96_83:0.0018801068670639132;96_103:0.0031255157380160326","96_83:84;96_103:84","true"
"97","103.00249146658004","100.50204580710694","0.005126953125","0.00927734375","0.0009765625","1560","0.0002824952603554414","0.0002824952603554414","0","0.0002824952603554414","0.0002824952603554414","97_87:0.004861302869377526;97_107:0.0031180749653498263","97_87:0.0034717434303457306;97_107:0.002698138549735052","97_87:84;97_107:84","true"
"98","140.7493626664072","19.658103341061384","0.0048828125","0.00732421875","0.00244140625","1560","0.00015538227207613674","0.00015538227207613674","0","0.00015538227207613674","0.00015538227207613674","98_91:0.0030212747932265582;98_111:0.005151555196256485","98_91:1;98_111:0.0034089101151408008","98_91:84;98_111:84","true"
"99","189.551442489726","6.747660564631226","0.082763671875","0.08203125","0.08349609375","1560","0.001265630106691275","0.001265630106691275","0","0.001265630106691275","0.001265630106691275","99_115:0.012205917369706276;99_95:0.012918458705963864","99_115:0.013323468932399857;99_95:1","99_115:84;99_95:84","true"
"100","73.8458675243197","20.956661006959273","0.01025390625","0.01708984375","0.00341796875","1560","0.00026756185801334015","0.00026756185801334015","0","0.00026756185801334015","0.00026756185801334015","100_101:0.0064454958687023","100_101:0.0037636134212365446","100_101:84","true"
"101","185.86467893760314","131.5407117543878","0.055908203125","0.06787109375","0.0439453125","1560","0.0003154287254279267","0.0003154287254279267","0","0.0003154287254279267","0.0003154287254279267","101_100:0.0064454958687023;101_116:0.00334631977853439;101_102:0.0044372537851550264","101_100:0.0037636134212365446;101_116:0.006755544767449495;101_102:1","101_100:84;101_116:84;101_102:84","true"
"102","126.38872607571258","62.12491446593722","0.00634765625","0.01171875","0.0009765625","1560","0.00021118165120377844","0.00021118165120377844","0","0.00021118165120377844","0.00021118165120377844","102_101:0.0044372537851550264;102_103:0.003389794917289801","102_101:1;102_103:0.01355121166001727","102_101:84;102_103:104","true"
"103","163.02240397081812","138.87945826012995","0.008056640625","0.01513671875","0.0009765625","1560","0.00019144457808054004","0.00019144457808054004","0","0.00019144457808054004","0.00019144457808054004","103_104:0.004108060271522107;103_96:0.003640875926882947;103_102:0.003389794917289801","103_104:0.0036256194403626596;103_96:0.0031255157380160326;103_102:0.01355121166001727","103_104:84;103_96:84;103_102:104","true"
"104","105.1099983452869","79.4266451231169","0.004638671875","0.0078125","0.00146484375","1560","0.0002510006393459648","0.0002510006393459648","0","0.0002510006393459648","0.0002510006393459648","104_103:0.004108060271522107;104_105:0.003300464850121587","104_103:0.0036256194403626596;104_105:0.0024789331926889924","104_103:84;104_105:84","true"
"105","187.39468933018097","192.83175829964142","0.0146484375","0.0185546875","0.0107421875","1560","0.00030425647516025666","0.00030425647516025666","0","0.00030425647516025666","0.00030425647516025666","105_104:0.003300464850121587;105_106:0.002365878355668871;105_117:0.016858755359366817","105_104:0.0024789331926889924;105_106:1;105_117:0.021140757169886365","105_104:84;105_106:84;105_117:84","true"
"106","139.17223820342332","154.1390251085231","0.00341796875","0.00634765625","0.00048828125","1560","0.00017446173681475753","0.00017446173681475753","0","0.00017446173681475753","0.00017446173681475753","106_107:0.002349845480636159;106_105:0.002365878355668871","106_107:1;106_105:1","106_107:84;106_105:84","true"
"107","88.62253347531617","19.432606118391156","0.007080078125","0.0107421875","0.00341796875","1560","0.0002314155286753505","0.0002314155286753505","0","0.0002314155286753505","0.0002314155286753505","107_106:0.002349845480636159;107_108:0.0035665864944969816;107_97:0.0031180749653498263","107_106:1;107_108:0.003243901628901258;107_97:0.002698138549735052","107_106:84;107_108:84;107_97:84","true"
"108","120.31868870589891","135.19220916123555","0.005859375","0.01025390625","0.00146484375","1560","0.00023498940268794523","0.00023498940268794523","0","0.00023498940268794523","0.00023498940268794523","108_107:0.0035665864944969816;108_109:0.0036141441589579437","108_107:0.003243901628901258;108_109:0.002918568174101688","108_107:84;108_109:84","true"
"109","199.3158329176382","87.61431155413418","0.0087890625","0.015625","0.001953125","1560","0.0002478001765686758","0.0002478001765686758","0","0.0002478001765686758","0.0002478001765686758","109_108:0.0036141441589579437;109_110:0.0030395836552707944;109_118:0.0031765255669863324","109_108:0.002918568174101688;109_110:0.0025949958412470053;109_118:1","109_108:84;109_110:84;109_118:84","true"
"110","97.14274259967841","84.18244907326063","0.005615234375","0.01025390625","0.0009765625","1560","0.0001862710729911709","0.0001862710729911709","0","0.0001862710729911709","0.0001862710729911709","110_109:0.0030395836552707944;110_111:0.004118292740376228","110_109:0.0025949958412470053;110_111:0.0024406546346825153","110_109:84;110_111:84","true"
"111","177.3764308445015","72.69225714622216","0.00732421875","0.01220703125","0.00244140625","1560","0.00016938553941836716","0.00016938553941836716","0","0.00016938553941836716","0.00016938553941836716","111_112:0.009488073881565917;111_110:0.004118292740376228;111_98:0.005151555196256485","111_112:0.011229925375764449;111_110:0.0024406546346825153;111_98:0.0034089101151408008","111_112:84;111_110:84;111_98:84","true"
"112","79.33894608681298","5.81002056265667","0.087158203125","0.08203125","0.09228515625","1560","0.0006538590042121252","0.0006538590042121252","0","0.0006538590042121252","0.0006538590042121252","112_111:0.009488073881565917;112_113:1","112_111:0.011229925375764449;112_113:0.012224052669472185","112_111:84;112_113:84","true"
"113","120.50708888612353","24.930870047834247","0.253662109375","0.26318359375","0.244140625","1560","1","1","0","1","1","113_119:1;113_112:1;113_114:1","113_119:1;113_112:0.012224052669472185;113_114:0.013532416647852097","113_119:84;113_112:84;113_114:84","true"
"114","108.47680320779813","19.91829044191641","0.0322265625","0.03564453125","0.02880859375","1560","0.00037597372310535553","0.00037597372310535553","0","0.00037597372310535553","0.00037597372310535553","114_115:0.012210114069134137;114_113:1","114_115:0.01003297256958341;114_113:0.013532416647852097","114_115:84;114_113:84","true"
"115","119.79476272215162","69.09483027531749","0.0869140625","0.09521484375","0.07861328125","1560","0.00018416808484313332","0.00018416808484313332","0","0.00018416808484313332","0.00018416808484313332","115_99:0.012205917369706276;115_114:0.012210114069134137","115_99:0.013323468932399857;115_114:0.01003297256958341","115_99:84;115_114:84","true"
"116","124.40545937161549","114.76016847408042","0.008544921875","0.013671875","0.00341796875","1560","0.0002254082689528945","0.0002254082689528945","0","0.0002254082689528945","0.0002254082689528945","116_101:0.00334631977853439;116_121:0.02117696960903248","116_101:0.006755544767449495;116_121:0.0088213535464704","116_101:84;116_121:84","true"
"117","115.9047739516983","50.56332284219266","0.00830078125","0.01171875","0.0048828125","1560","0.00013908490807227572","0.00013908490807227572","0","0.00013908490807227572","0.00013908490807227572","117_105:0.016858755359366817;117_125:0.0025695181406789613","117_105:0.021140757169886365;117_125:0.002943727355251141","117_105:84;117_125:84","true"
"118","111.52962542387205","63.690118682092795","0.0029296875","0.00439453125","0.00146484375","1560","0.00018655839885909183","0.00018655839885909183","0","0.00018655839885909183","0.00018655839885909183","118_109:0.0031765255669863324;118_129:0.0034158518906242663","118_109:1;118_129:0.0032237077904420097","118_109:84;118_129:84","true"
"119","116.07885349458819","32.27479990134729","0.127197265625","0.12109375","0.13330078125","1560","0.0004608904475371414","0.0004608904475371414","0","0.0004608904475371414","0.0004608904475371414","119_113:1;119_133:0.009545393969172256","119_113:1;119_133:0.00856243611884186","119_113:84;119_133:84","true"
"120","209.3456085865868","168.9228565413911","0.012939453125","0.0234375","0.00244140625","1560","0.0002233956936311566","0.0002233956936311566","0","0.0002233956936311566","0.0002233956936311566","120_121:0.002463141707753247","120_121:0.0033665929629178026","120_121:84","true"
"121","218.32797142480695","110.74805625055109","0.017333984375","0.0224609375","0.01220703125","1560","0.00012864105536965732","0.00012864105536965732","0","0.00012864105536965732","0.00012864105536965732","121_120:0.002463141707753247;121_122:0.005473344943784708;121_116:0.02117696960903248","121_120:0.0033665929629178026;121_122:0.004083267433677484;121_116:0.0088213535464704","121_120:84;121_122:84;121_116:84","true"
"122","104.63345397186161","61.847658445395275","0.004638671875","0.0078125","0.00146484375","1560","0.0003351310553845376","0.0003351310553845376","0","0.0003351310553845376","0.0003351310553845376","122_121:0.005473344943784708;122_123:0.004453946020752719","122_121:0.004083267433677484;122_123:1","122_121:84;122_123:84","true"
"123","118.07583311915202","111.51580912278477","0.005615234375","0.00927734375","0.001953125","1560","0.00018249472084315758","0.00018249472084315758","0","0.00018249472084315758","0.00018249472084315758","123_136:0.0036917001389184523;123_124:0.0029982321162353998;123_122:0.004453946020752719","123_136:0.0040434110392638944;123_124:0.0033448772564818874;123_122:1","123_136:84;123_124:84;123_122:84","true"
"124","118.35333680299684","106.44734146034284","0.00439453125","0.00732421875","0.00146484375","1560","0.00022330570012711249","0.00022330570012711249","0","0.00022330570012711249","0.00022330570012711249","124_123:0.0029982321162353998;124_125:0.0026368210302779582","124_123:0.0033448772564818874;124_125:0.003671321617004203","124_123:84;124_125:84","true"
"125","230.98237246838724","59.72729553874555","0.0068359375","0.01025390625","0.00341796875","1560","0.0001769236513288776","0.0001769236513288776","0","0.0001769236513288776","0.0001769236513288776","125_117:0.0025695181406789613;125_124:0.0026368210302779582;125_126:0.003612896731718107","125_117:0.002943727355251141;125_124:0.003671321617004203;125_126:0.004100790050063169","125_117:84;125_124:84;125_126:84","true"
"126","61.74132813397255","27.506864661359174","0.00634765625","0.01123046875","0.00146484375","1560","0.000312778072324491","0.000312778072324491","0","0.000312778072324491","0.000312778072324491","126_127:0.00340608225342659;126_125:0.003612896731718107","126_127:1;126_125:0.004100790050063169","126_127:84;126_125:84","true"
"127","123.43898122119926","97.49219389575016","0.013427734375","0.0166015625","0.01025390625","1560","0.00014156080098306096","0.00014156080098306096","0","0.00014156080098306096","0.00014156080098306096","127_126:0.00340608225342659;127_128:0.0027162465644680056;127_137:0.0027220573254052582","127_126:1;127_128:0.002636879478382509;127_137:0.0027658112641948396","127_126:84;127_128:84;127_137:84","true"
"128","130.7687972959788","43.11969865069196","0.005126953125","0.009765625","0.00048828125","1560","0.00019537541517502264","0.00019537541517502264","0","0.00019537541517502264","0.00019537541517502264","128_127:0.0027162465644680056;128_129:0.0038947903182499632","128_127:0.002636879478382509;128_129:0.003577977705132629","128_127:84;128_129:84","true"
"129","148.13977634291592","106.84606419708192","0.010986328125","0.01806640625","0.00390625","1560","0.0001852689531624993","0.0001852689531624993","0","0.0001852689531624993","0.0001852689531624993","129_130:0.003955687146041331;129_128:0.0038947903182499632;129_118:0.0034158518906242663","129_130:0.00512429095360889;129_128:0.003577977705132629;129_118:0.0032237077904420097","129_130:84;129_128:84;129_118:84","true"
"130","127.10227642967453","130.7983371736209","0.0068359375","0.013671875","0","1560","0.000294189408663158","0.000294189408663158","0","0.000294189408663158","0.000294189408663158","130_129:0.003955687146041331;130_131:0.0036561656455862956","130_129:0.00512429095360889;130_131:0.00312796006831087","130_129:84;130_131:84","true"
"131","179.49273653495572","196.14431370092038","0.0576171875","0.0712890625","0.0439453125","1560","0.00011699891556837599","0.00011699891556837599","0","0.00011699891556837599","0.00011699891556837599","131_138:0.0043333638998087065;131_130:0.0036561656455862956;131_132:0.00310465730135695","131_138:1;131_130:0.00312796006831087;131_132:0.002598623264516875","131_138:84;131_130:84;131_132:84","true"
"132","183.44846698276015","134.53073939461945","0.00390625","0.00732421875","0.00048828125","1560","0.0001724098554092151","0.0001724098554092151","0","0.0001724098554092151","0.0001724098554092151","132_133:0.0040073807454057975;132_131:0.00310465730135695","132_133:0.003117964744233065;132_131:0.002598623264516875","132_133:84;132_131:84","true"
"133","162.9243647965646","45.20449447267304","0.017578125","0.02587890625","0.00927734375","1560","0.00012422589139138578","0.00012422589139138578","0","0.00012422589139138578","0.00012422589139138578","133_132:0.0040073807454057975;133_134:0.004584332030915184;133_119:0.009545393969172256","133_132:0.003117964744233065;133_134:0.020443272448828625;133_119:0.00856243611884186","133_132:84;133_134:84;133_119:84","true"
"134","155.70040722713875","22.5129307425129","0.004638671875","0.00830078125","0.0009765625","1560","0.0003432896898053653","0.0003432896898053653","0","0.0003432896898053653","0.0003432896898053653","134_133:0.004584332030915184;134_135:0.003814870272919324","134_133:0.020443272448828625;134_135:0.007727225116265668","134_133:84;134_135:84","true"
"135","91.25050273556757","143.2514366461773","0.071533203125","0.10693359375","0.0361328125","1560","0.00014894632302385068","0.00014894632302385068","0","0.00014894632302385068","0.00014894632302385068","135_134:0.003814870272919324;135_139:0.007092143957107333","135_134:0.007727225116265668;135_139:1","135_134:84;135_139:84","true"
"136","142.86589257641555","146.34938974511357","0.004150390625","0.00830078125","0","1560","0.00017976065404265069","0.00017976065404265069","0","0.00017976065404265069","0.00017976065404265069","136_123:0.0036917001389184523;136_143:0.0030297783540065293","136_123:0.0040434110392638944;136_143:0.00464274468854925","136_123:84;136_143:84","true"
"137","140.13399396446815","121.26725802132668","0.00341796875","0.0068359375","0","1560","0.0002514252890148842","0.0002514252890148842","0","0.0002514252890148842","0.0002514252890148842","137_147:0.004168597104491301;137_127:0.0027220573254052582","137_147:0.0036752206773032203;137_127:0.0027658112641948396","137_147:84;137_127:84","true"
"138","67.96908150936584","124.41494672594933","0.00439453125","0.0087890625","0","1560","0.00024978482067499223","0.00024978482067499223","0","0.00024978482067499223","0.00024978482067499223","138_151:0.004560698058698298;138_131:0.0043333638998087065","138_151:0.0028534142776226734;138_131:1","138_151:84;138_131:84","true"
"139","138.4193982184344","22.193153147351254","0.009765625","0.01953125","0","1560","0.000357431527978399","0.000357431527978399","0","0.000357431527978399","0.000357431527978399","139_155:1;139_135:0.007092143957107333","139_155:0.12597966947121478;139_135:1","139_155:84;139_135:84","true"
"140","130.9411615447606","175.05316139929477","0.01220703125","0.0234375","0.0009765625","1560","0.000187691878094973","0.000187691878094973","0","0.000187691878094973","0.000187691878094973","140_141:0.0026067692686341237","140_141:1","140_141:84","true"
"141","183.5557615788644","109.05043396766507","0.011962890625","0.0185546875","0.00537109375","1560","0.0002035210509220767","0.0002035210509220767","0","0.0002035210509220767","0.0002035210509220767","141_140:0.0026067692686341237;141_142:0.0030352943700026613","141_140:1;141_142:0.0031521241888178564","141_140:84;141_142:84","true"
"142","194.4140695860625","152.11918759198113","0.005859375","0.0087890625","0.0029296875","1560","0.0003306439354496189","0.0003306439354496189","0","0.0003306439354496189","0.0003306439354496189","142_143:0.003371688598092615;142_141:0.0030352943700026613","142_143:0.0033591286974500867;142_141:0.0031521241888178564","142_143:84;142_141:84","true"
"143","211.12440325020287","187.85593125340753","0.005126953125","0.01025390625","0","1560","0.00018259357497443782","0.00018259357497443782","0","0.00018259357497443782","0.00018259357497443782","143_142:0.003371688598092615;143_144:0.0036440354157968313;143_136:0.0030297783540065293","143_142:0.0033591286974500867;143_144:0.003948132487007705;143_136:0.00464274468854925","143_142:84;143_144:84;143_136:84","true"
"144","143.55747713759922","100.51982643507792","0.006103515625","0.0087890625","0.00341796875","1560","0.00011786131527491466","0.00011786131527491466","0","0.00011786131527491466","0.00011786131527491466","144_145:0.002454340766989138;144_143:0.0036440354157968313","144_145:1;144_143:0.003948132487007705","144_145:84;144_143:84","true"
"145","141.53580949406793","136.0810397495615","0.013916015625","0.01708984375","0.0107421875","1560","0.00017767831562940024","0.00017767831562940024","0","0.00017767831562940024","0.00017767831562940024","145_144:0.002454340766989138;145_146:0.002564644656121773","145_144:1;145_146:0.0018106796522236457","145_144:84;145_146:84","true"
"146","127.10962596626136","12.539718332710141","0.0068359375","0.01171875","0.001953125","1560","0.0001704297028731284","0.0001704297028731284","0","0.0001704297028731284","0.0001704297028731284","146_145:0.002564644656121773;146_147:0.0031585797563063456","146_145:0.0018106796522236457;146_147:0.003324311241248462","146_145:84;146_147:104","true"
"147","75.0852333282038","85.78023876396631","0.010009765625","0.013671875","0.00634765625","1560","0.0002952986146192156","0.0002952986146192156","0","0.0002952986146192156","0.0002952986146192156","147_148:0.016515131859451526;147_137:0.004168597104491301;147_146:0.0031585797563063456","147_148:0.003996423411415928;147_137:0.0036752206773032203;147_146:0.003324311241248462","147_148:84;147_137:84;147_146:104","true"
"148","88.4571101575351","106.70338829438661","0.0068359375","0.01318359375","0.00048828125","1560","0.00044404640804448527","0.00044404640804448527","0","0.00044404640804448527","0.00044404640804448527","148_147:0.016515131859451526;148_149:0.02333268370683056","148_147:0.003996423411415928;148_149:1","148_147:84;148_149:84","true"
"149","82.82196492070112","8.173419539425458","0.043701171875","0.06689453125","0.0205078125","1560","0.0012239397896976418","0.0012239397896976418","0","0.0012239397896976418","0.0012239397896976418","149_150:0.021806995701106224;149_148:0.02333268370683056","149_150:0.015463663160419139;149_148:1","149_150:84;149_148:84","true"
"150","94.19154876988935","4.972920824397515","0.005615234375","0.01025390625","0.0009765625","1560","0.0009651591100009976","0.0009651591100009976","0","0.0009651591100009976","0.0009651591100009976","150_149:0.021806995701106224;150_151:0.012880508601020357","150_149:0.015463663160419139;150_151:0.01589743616329156","150_149:84;150_151:84","true"
"151","97.75230283105833","116.50984889063432","0.00830078125","0.01318359375","0.00341796875","1560","0.00014238892452241408","0.00014238892452241408","0","0.00014238892452241408","0.00014238892452241408","151_138:0.004560698058698298;151_152:0.00415487156138955;151_150:0.012880508601020357","151_138:0.0028534142776226734;151_152:0.002646631017456186;151_150:0.01589743616329156","151_138:84;151_152:84;151_150:84","true"
"152","204.76094740101067","135.62760574754685","0.006103515625","0.0107421875","0.00146484375","1560","0.00041655059589741004","0.00041655059589741004","0","0.00041655059589741004","0.00041655059589741004","152_151:0.00415487156138955;152_153:0.003528444693589816","152_151:0.002646631017456186;152_153:0.003631568957336434","152_151:84;152_153:84","true"
"153","100.91992094457989","41.52746851363668","0.007080078125","0.0107421875","0.00341796875","1560","0.0001801038907189102","0.0001801038907189102","0","0.0001801038907189102","0.0001801038907189102","153_152:0.003528444693589816;153_154:0.08106233229589038","153_152:0.003631568957336434;153_154:0.02646951678911913","153_152:84;153_154:84","true"
"154","134.91732826433565","87.2995175521592","0.005859375","0.0078125","0.00390625","1560","0.00015790351698210102","0.00015790351698210102","0","0.00015790351698210102","0.00015790351698210102","154_153:0.08106233229589038;154_155:0.003108428958794096","154_153:0.02646951678911913;154_155:0.006727618745567349","154_153:84;154_155:84","true"
"155","190.7208368283617","17.50045178302454","0.012939453125","0.02294921875","0.0029296875","1560","0.0001515827703938284","0.0001515827703938284","0","0.0001515827703938284","0.0001515827703938284","155_139:1;155_154:0.003108428958794096","155_139:0.12597966947121478;155_154:0.006727618745567349","155_139:84;155_154:84","true"
