"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"115","266.02526710775527","97.23512879901341","4.832730713100565","-0.3084662939367489","0.023193359375","0.02783203125","0.0185546875","1600","0.00032200720689706764","0","0.00032200720689706764","0.00032200720689706764","115_114:0.021938540503585846","115_114:660","true"
"116","267.6228577609815","263.69722878435306","5.004802751095175","-0.30529127817473867","0.01416015625","0.01416015625","0.01416015625","1600","0.0002060139561303363","0","0.0002060139561303363","0.0002060139561303363","116_115:0.009831944370276235;116_117:0.007185779812812487","116_115:660;116_117:660","true"
"117","310.6921426834764","120.27035269404516","4.8196905662352405","-0.30793455769315914","0.08544921875","0.05859375","0.1123046875","1600","0.0002539112401307366","0","0.0002539112401307366","0.0002539112401307366","","","true"
"118","196.53257590333283","190.55681364423023","4.892144811012682","-0.3081199779354357","0.0126953125","0.01611328125","0.00927734375","1600","0.00018002270957485211","0","0.00018002270957485211","0.00018002270957485211","118_117:0.0082027780506575;118_119:0.007031537185364645","118_117:660;118_119:660","true"
"119","218.77190454908188","230.05669505754307","5.107371043786759","-0.3047984938795036","0.009033203125","0.01171875","0.00634765625","1600","0.0002791894507390425","0","0.0002791894507390425","0.0002791894507390425","","","true"
"120","238.65302664072584","284.77785060160096","4.959959493895028","-0.3056954733082303","0.007568359375","0.00732421875","0.0078125","1600","0.00015328941707398657","0","0.00015328941707398657","0.00015328941707398657","120_119:0.0068152865995862455;120_121:0.004857963948278143","120_119:660;120_121:660","true"
"121","521.6519626223306","395.9475783161668","4.847665272559003","-0.30898414340606517","0.0087890625","0.00390625","0.013671875","1600","0.0001590858636894778","0","0.0001590858636894778","0.0001590858636894778","121_122:0.010514520459105947","121_122:660","true"
"122","233.4668587988145","48.81782125066532","5.069368972250765","-0.30443291332695616","0.014892578125","0.015625","0.01416015625","1600","0.0002712734643474528","0","0.0002712734643474528","0.0002712734643474528","","","true"
"123","331.2784233208603","129.3214985174288","4.8685342518067225","-0.30751603403749017","0.02587890625","0.01904296875","0.03271484375","1600","0.00019208839100255939","0","0.00019208839100255939","0.00019208839100255939","123_122:0.006876554109593869","123_122:660","true"
"124","288.57648523280113","390.0874743967784","4.9147927812179555","-0.30684570885948736","0.020263671875","0.0087890625","0.03173828125","1600","0.00017128433400445147","0","0.00017128433400445147","0.00017128433400445147","124_123:0.004972481777340498;124_125:0.006028970110245668","124_123:660;124_125:660","true"
"125","227.20917583034756","209.9572474306506","4.991903403173662","-0.3060209291104264","0.011474609375","0.01318359375","0.009765625","1600","0.00026415822002950787","0","0.00026415822002950787","0.00026415822002950787","","","true"
"126","160.75987375032355","30.946664007491783","4.95036530378294","-0.29245643145846556","0.038818359375","0.029296875","0.04833984375","1600","0.0008805542074952439","0","0.0008805542074952439","0.0008805542074952439","126_112:0.017310654817058346;126_125:0.015424563994290041","126_112:660;126_125:660","true"
